Sector,Description,Sector_sub,name_sub
56,Administrative and Support and Waste Management and Remediation Services,561500,Travel Arrangement and Reservation Services
56,Administrative and Support and Waste Management and Remediation Services,561510,Travel Agencies
56,Administrative and Support and Waste Management and Remediation Services,561520,Tour Operators
56,Administrative and Support and Waste Management and Remediation Services,561590,Other Travel Arrangement and Reservation Services
56,Administrative and Support and Waste Management and Remediation Services,561591,Convention and Visitors Bureaus
56,Administrative and Support and Waste Management and Remediation Services,561599,All Other Travel Arrangement and Reservation Services
56,Administrative and Support and Waste Management and Remediation Services,561600,Investigation and Security Services
56,Administrative and Support and Waste Management and Remediation Services,561610,"Investigation, Guard, and Armored Car Services"
56,Administrative and Support and Waste Management and Remediation Services,561611,Investigation Services
56,Administrative and Support and Waste Management and Remediation Services,561612,Security Guards and Patrol Services
56,Administrative and Support and Waste Management and Remediation Services,561613,Armored Car Services
56,Administrative and Support and Waste Management and Remediation Services,561620,Security Systems Services
56,Administrative and Support and Waste Management and Remediation Services,561621,Security Systems Services (except Locksmiths)
56,Administrative and Support and Waste Management and Remediation Services,561622,Locksmiths
56,Administrative and Support and Waste Management and Remediation Services,561700,Services to Buildings and Dwellings
56,Administrative and Support and Waste Management and Remediation Services,561710,Exterminating and Pest Control Services
56,Administrative and Support and Waste Management and Remediation Services,561720,Janitorial Services
56,Administrative and Support and Waste Management and Remediation Services,561730,Landscaping Services
56,Administrative and Support and Waste Management and Remediation Services,561740,Carpet and Upholstery Cleaning Services
56,Administrative and Support and Waste Management and Remediation Services,561790,Other Services to Buildings and Dwellings
56,Administrative and Support and Waste Management and Remediation Services,561900,Other Support Services
56,Administrative and Support and Waste Management and Remediation Services,561910,Packaging and Labeling Services
56,Administrative and Support and Waste Management and Remediation Services,561920,Convention and Trade Show Organizers
56,Administrative and Support and Waste Management and Remediation Services,561990,All Other Support Services
56,Administrative and Support and Waste Management and Remediation Services,562000,Waste Management and Remediation Services
56,Administrative and Support and Waste Management and Remediation Services,562100,Waste Collection
56,Administrative and Support and Waste Management and Remediation Services,562110,Waste Collection
56,Administrative and Support and Waste Management and Remediation Services,562111,Solid Waste Collection
56,Administrative and Support and Waste Management and Remediation Services,562112,Hazardous Waste Collection
56,Administrative and Support and Waste Management and Remediation Services,562119,Other Waste Collection
56,Administrative and Support and Waste Management and Remediation Services,562200,Waste Treatment and Disposal
56,Administrative and Support and Waste Management and Remediation Services,562210,Waste Treatment and Disposal
56,Administrative and Support and Waste Management and Remediation Services,562211,Hazardous Waste Treatment and Disposal
56,Administrative and Support and Waste Management and Remediation Services,562212,Solid Waste Landfill
56,Administrative and Support and Waste Management and Remediation Services,562213,Solid Waste Combustors and Incinerators
56,Administrative and Support and Waste Management and Remediation Services,562219,Other Nonhazardous Waste Treatment and Disposal
56,Administrative and Support and Waste Management and Remediation Services,562900,Remediation and Other Waste Management Services
56,Administrative and Support and Waste Management and Remediation Services,562910,Remediation Services
56,Administrative and Support and Waste Management and Remediation Services,562920,Materials Recovery Facilities
56,Administrative and Support and Waste Management and Remediation Services,562990,All Other Waste Management Services
56,Administrative and Support and Waste Management and Remediation Services,562991,Septic Tank and Related Services
56,Administrative and Support and Waste Management and Remediation Services,562998,All Other Miscellaneous Waste Management Services
61,Educational Services,610000,Educational Services
61,Educational Services,611000,Educational Services
61,Educational Services,611100,Elementary and Secondary Schools
61,Educational Services,611110,Elementary and Secondary Schools
61,Educational Services,611200,Junior Colleges
61,Educational Services,611210,Junior Colleges
61,Educational Services,611300,"Colleges, Universities, and Professional Schools"
61,Educational Services,611310,"Colleges, Universities, and Professional Schools"
61,Educational Services,611400,Business Schools and Computer and Management Training
61,Educational Services,611410,Business and Secretarial Schools
61,Educational Services,611420,Computer Training
61,Educational Services,611430,Professional and Management Development Training
61,Educational Services,611500,Technical and Trade Schools
61,Educational Services,611510,Technical and Trade Schools
61,Educational Services,611511,Cosmetology and Barber Schools
61,Educational Services,611512,Flight Training
61,Educational Services,611513,Apprenticeship Training
61,Educational Services,611519,Other Technical and Trade Schools
61,Educational Services,611600,Other Schools and Instruction
61,Educational Services,611610,Fine Arts Schools
61,Educational Services,611620,Sports and Recreation Instruction
61,Educational Services,611630,Language Schools
61,Educational Services,611690,All Other Schools and Instruction
61,Educational Services,611691,Exam Preparation and Tutoring
61,Educational Services,611692,Automobile Driving Schools
61,Educational Services,611699,All Other Miscellaneous Schools and Instruction
61,Educational Services,611700,Educational Support Services
61,Educational Services,611710,Educational Support Services
62,Health Care and Social Assistance,620000,Health Care and Social Assistance
62,Health Care and Social Assistance,621000,Ambulatory Health Care Services
62,Health Care and Social Assistance,621100,Offices of Physicians
62,Health Care and Social Assistance,621110,Offices of Physicians
62,Health Care and Social Assistance,621111,Offices of Physicians (except Mental Health Specialists)
62,Health Care and Social Assistance,621112,"Offices of Physicians, Mental Health Specialists"
62,Health Care and Social Assistance,621200,Offices of Dentists
62,Health Care and Social Assistance,621210,Offices of Dentists
62,Health Care and Social Assistance,621300,Offices of Other Health Practitioners
62,Health Care and Social Assistance,621310,Offices of Chiropractors
62,Health Care and Social Assistance,621320,Offices of Optometrists
62,Health Care and Social Assistance,621330,Offices of Mental Health Practitioners (except Physicians)
62,Health Care and Social Assistance,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
62,Health Care and Social Assistance,621390,Offices of All Other Health Practitioners
62,Health Care and Social Assistance,621391,Offices of Podiatrists
62,Health Care and Social Assistance,621399,Offices of All Other Miscellaneous Health Practitioners
62,Health Care and Social Assistance,621400,Outpatient Care Centers
62,Health Care and Social Assistance,621410,Family Planning Centers
62,Health Care and Social Assistance,621420,Outpatient Mental Health and Substance Abuse Centers
62,Health Care and Social Assistance,621490,Other Outpatient Care Centers
62,Health Care and Social Assistance,621491,HMO Medical Centers
62,Health Care and Social Assistance,621492,Kidney Dialysis Centers
62,Health Care and Social Assistance,621493,Freestanding Ambulatory Surgical and Emergency Centers
62,Health Care and Social Assistance,621498,All Other Outpatient Care Centers
62,Health Care and Social Assistance,621500,Medical and Diagnostic Laboratories
62,Health Care and Social Assistance,621510,Medical and Diagnostic Laboratories
62,Health Care and Social Assistance,621511,Medical Laboratories
62,Health Care and Social Assistance,621512,Diagnostic Imaging Centers
62,Health Care and Social Assistance,621600,Home Health Care Services
62,Health Care and Social Assistance,621610,Home Health Care Services
62,Health Care and Social Assistance,621900,Other Ambulatory Health Care Services
62,Health Care and Social Assistance,621910,Ambulance Services
62,Health Care and Social Assistance,621990,All Other Ambulatory Health Care Services
62,Health Care and Social Assistance,621991,Blood and Organ Banks
62,Health Care and Social Assistance,621999,All Other Miscellaneous Ambulatory Health Care Services
62,Health Care and Social Assistance,622000,Hospitals
62,Health Care and Social Assistance,622100,General Medical and Surgical Hospitals
62,Health Care and Social Assistance,622110,General Medical and Surgical Hospitals
62,Health Care and Social Assistance,622200,Psychiatric and Substance Abuse Hospitals
62,Health Care and Social Assistance,622210,Psychiatric and Substance Abuse Hospitals
62,Health Care and Social Assistance,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals
62,Health Care and Social Assistance,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals
62,Health Care and Social Assistance,623000,Nursing and Residential Care Facilities
62,Health Care and Social Assistance,623100,Nursing Care Facilities
62,Health Care and Social Assistance,623110,Nursing Care Facilities
62,Health Care and Social Assistance,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities"
62,Health Care and Social Assistance,623210,Residential Mental Retardation Facilities
62,Health Care and Social Assistance,623220,Residential Mental Health and Substance Abuse Facilities
62,Health Care and Social Assistance,623300,Community Care Facilities for the Elderly
62,Health Care and Social Assistance,623310,Community Care Facilities for the Elderly
62,Health Care and Social Assistance,623311,Continuing Care Retirement Communities
62,Health Care and Social Assistance,623312,Homes for the Elderly
62,Health Care and Social Assistance,623900,Other Residential Care Facilities
62,Health Care and Social Assistance,623990,Other Residential Care Facilities
62,Health Care and Social Assistance,624000,Social Assistance
62,Health Care and Social Assistance,624100,Individual and Family Services
62,Health Care and Social Assistance,624110,Child and Youth Services
62,Health Care and Social Assistance,624120,Services for the Elderly and Persons with Disabilities
62,Health Care and Social Assistance,624190,Other Individual and Family Services
62,Health Care and Social Assistance,624200,"Community Food and Housing, and Emergency and Other Relief Services"
62,Health Care and Social Assistance,624210,Community Food Services
62,Health Care and Social Assistance,624220,Community Housing Services
62,Health Care and Social Assistance,624221,Temporary Shelters
62,Health Care and Social Assistance,624229,Other Community Housing Services
62,Health Care and Social Assistance,624230,Emergency and Other Relief Services
62,Health Care and Social Assistance,624300,Vocational Rehabilitation Services
62,Health Care and Social Assistance,624310,Vocational Rehabilitation Services
62,Health Care and Social Assistance,624400,Child Day Care Services
62,Health Care and Social Assistance,624410,Child Day Care Services
71,"Arts, Entertainment, and Recreation",710000,"Arts, Entertainment, and Recreation"
71,"Arts, Entertainment, and Recreation",711000,"Performing Arts, Spectator Sports, and Related Industries"
71,"Arts, Entertainment, and Recreation",711100,Performing Arts Companies
71,"Arts, Entertainment, and Recreation",711110,Theater Companies and Dinner Theaters
71,"Arts, Entertainment, and Recreation",711120,Dance Companies
71,"Arts, Entertainment, and Recreation",711130,Musical Groups and Artists
71,"Arts, Entertainment, and Recreation",711190,Other Performing Arts Companies
71,"Arts, Entertainment, and Recreation",711200,Spectator Sports
71,"Arts, Entertainment, and Recreation",711210,Spectator Sports
71,"Arts, Entertainment, and Recreation",711211,Sports Teams and Clubs
71,"Arts, Entertainment, and Recreation",711212,Racetracks
71,"Arts, Entertainment, and Recreation",711219,Other Spectator Sports
71,"Arts, Entertainment, and Recreation",711300,"Promoters of Performing Arts, Sports, and Similar Events"
71,"Arts, Entertainment, and Recreation",711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
71,"Arts, Entertainment, and Recreation",711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
71,"Arts, Entertainment, and Recreation",711400,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
71,"Arts, Entertainment, and Recreation",711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
71,"Arts, Entertainment, and Recreation",711500,"Independent Artists, Writers, and Performers"
71,"Arts, Entertainment, and Recreation",711510,"Independent Artists, Writers, and Performers"
71,"Arts, Entertainment, and Recreation",712000,"Museums, Historical Sites, and Similar Institutions"
71,"Arts, Entertainment, and Recreation",712100,"Museums, Historical Sites, and Similar Institutions"
71,"Arts, Entertainment, and Recreation",712110,Museums
71,"Arts, Entertainment, and Recreation",712120,Historical Sites
71,"Arts, Entertainment, and Recreation",712130,Zoos and Botanical Gardens
71,"Arts, Entertainment, and Recreation",712190,Nature Parks and Other Similar Institutions
71,"Arts, Entertainment, and Recreation",713000,"Amusement, Gambling, and Recreation Industries"
71,"Arts, Entertainment, and Recreation",713100,Amusement Parks and Arcades
71,"Arts, Entertainment, and Recreation",713110,Amusement and Theme Parks
71,"Arts, Entertainment, and Recreation",713120,Amusement Arcades
71,"Arts, Entertainment, and Recreation",713200,Gambling Industries
71,"Arts, Entertainment, and Recreation",713210,Casinos (except Casino Hotels)
71,"Arts, Entertainment, and Recreation",713290,Other Gambling Industries
71,"Arts, Entertainment, and Recreation",713900,Other Amusement and Recreation Industries
71,"Arts, Entertainment, and Recreation",713910,Golf Courses and Country Clubs
71,"Arts, Entertainment, and Recreation",713920,Skiing Facilities
71,"Arts, Entertainment, and Recreation",713930,Marinas
71,"Arts, Entertainment, and Recreation",713940,Fitness and Recreational Sports Centers
71,"Arts, Entertainment, and Recreation",713950,Bowling Centers
71,"Arts, Entertainment, and Recreation",713990,All Other Amusement and Recreation Industries
72,Accommodation and Food Services,720000,Accommodation and Food Services
72,Accommodation and Food Services,721000,Accommodation
72,Accommodation and Food Services,721100,Traveler Accommodation
72,Accommodation and Food Services,721110,Hotels (except Casino Hotels) and Motels
72,Accommodation and Food Services,721120,Casino Hotels
72,Accommodation and Food Services,721190,Other Traveler Accommodation
72,Accommodation and Food Services,721191,Bed-and-Breakfast Inns
72,Accommodation and Food Services,721199,All Other Traveler Accommodation
72,Accommodation and Food Services,721200,RV (Recreational Vehicle) Parks and Recreational Camps
72,Accommodation and Food Services,721210,RV (Recreational Vehicle) Parks and Recreational Camps
72,Accommodation and Food Services,721211,RV (Recreational Vehicle) Parks and Campgrounds
72,Accommodation and Food Services,721214,Recreational and Vacation Camps (except Campgrounds)
72,Accommodation and Food Services,721300,Rooming and Boarding Houses
72,Accommodation and Food Services,721310,Rooming and Boarding Houses
72,Accommodation and Food Services,722000,Food Services and Drinking Places
72,Accommodation and Food Services,722100,Full-Service Restaurants
72,Accommodation and Food Services,722110,Full-Service Restaurants
72,Accommodation and Food Services,722200,Limited-Service Eating Places
72,Accommodation and Food Services,722210,Limited-Service Eating Places
72,Accommodation and Food Services,722211,Limited-Service Restaurants
72,Accommodation and Food Services,722212,Cafeterias
72,Accommodation and Food Services,722213,Snack and Nonalcoholic Beverage Bars
72,Accommodation and Food Services,722300,Special Food Services
72,Accommodation and Food Services,722310,Food Service Contractors
72,Accommodation and Food Services,722320,Caterers
72,Accommodation and Food Services,722330,Mobile Food Services
72,Accommodation and Food Services,722400,Drinking Places (Alcoholic Beverages)
72,Accommodation and Food Services,722410,Drinking Places (Alcoholic Beverages)
81,Other Services (except Public Administration),810000,Other Services (except Public Administration)
81,Other Services (except Public Administration),811000,Repair and Maintenance
81,Other Services (except Public Administration),811100,Automotive Repair and Maintenance
81,Other Services (except Public Administration),811110,Automotive Mechanical and Electrical Repair and Maintenance
81,Other Services (except Public Administration),811111,General Automotive Repair
81,Other Services (except Public Administration),811112,Automotive Exhaust System Repair
81,Other Services (except Public Administration),811113,Automotive Transmission Repair
81,Other Services (except Public Administration),811118,Other Automotive Mechanical and Electrical Repair and Maintenance
81,Other Services (except Public Administration),811120,"Automotive Body, Paint, Interior, and Glass Repair"
81,Other Services (except Public Administration),811121,"Automotive Body, Paint, and Interior Repair and Maintenance"
81,Other Services (except Public Administration),811122,Automotive Glass Replacement Shops
81,Other Services (except Public Administration),811190,Other Automotive Repair and Maintenance
81,Other Services (except Public Administration),811191,Automotive Oil Change and Lubrication Shops
81,Other Services (except Public Administration),811192,Car Washes
81,Other Services (except Public Administration),811198,All Other Automotive Repair and Maintenance
81,Other Services (except Public Administration),811200,Electronic and Precision Equipment Repair and Maintenance
81,Other Services (except Public Administration),811210,Electronic and Precision Equipment Repair and Maintenance
81,Other Services (except Public Administration),811211,Consumer Electronics Repair and Maintenance
81,Other Services (except Public Administration),811212,Computer and Office Machine Repair and Maintenance
81,Other Services (except Public Administration),811213,Communication Equipment Repair and Maintenance
81,Other Services (except Public Administration),811219,Other Electronic and Precision Equipment Repair and Maintenance
81,Other Services (except Public Administration),811300,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
81,Other Services (except Public Administration),811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
81,Other Services (except Public Administration),811400,Personal and Household Goods Repair and Maintenance
81,Other Services (except Public Administration),811410,Home and Garden Equipment and Appliance Repair and Maintenance
81,Other Services (except Public Administration),811411,Home and Garden Equipment Repair and Maintenance
81,Other Services (except Public Administration),811412,Appliance Repair and Maintenance
81,Other Services (except Public Administration),811420,Reupholstery and Furniture Repair
81,Other Services (except Public Administration),811430,Footwear and Leather Goods Repair
81,Other Services (except Public Administration),811490,Other Personal and Household Goods Repair and Maintenance
81,Other Services (except Public Administration),812000,Personal and Laundry Services
81,Other Services (except Public Administration),812100,Personal Care Services
81,Other Services (except Public Administration),812110,"Hair, Nail, and Skin Care Services"
81,Other Services (except Public Administration),812111,Barber Shops
81,Other Services (except Public Administration),812112,Beauty Salons
81,Other Services (except Public Administration),812113,Nail Salons
81,Other Services (except Public Administration),812190,Other Personal Care Services
81,Other Services (except Public Administration),812191,Diet and Weight Reducing Centers
81,Other Services (except Public Administration),812199,Other Personal Care Services
81,Other Services (except Public Administration),812200,Death Care Services
81,Other Services (except Public Administration),812210,Funeral Homes and Funeral Services
81,Other Services (except Public Administration),812220,Cemeteries and Crematories
81,Other Services (except Public Administration),812300,Drycleaning and Laundry Services
81,Other Services (except Public Administration),812310,Coin-Operated Laundries and Drycleaners
81,Other Services (except Public Administration),812320,Drycleaning and Laundry Services (except Coin-Operated)
81,Other Services (except Public Administration),812330,Linen and Uniform Supply
81,Other Services (except Public Administration),812331,Linen Supply
81,Other Services (except Public Administration),812332,Industrial Launderers
81,Other Services (except Public Administration),812900,Other Personal Services
81,Other Services (except Public Administration),812910,Pet Care (except Veterinary) Services
81,Other Services (except Public Administration),812920,Photofinishing
81,Other Services (except Public Administration),812921,Photofinishing Laboratories (except One-Hour)
81,Other Services (except Public Administration),812922,One-Hour Photofinishing
81,Other Services (except Public Administration),812930,Parking Lots and Garages
81,Other Services (except Public Administration),812990,All Other Personal Services
81,Other Services (except Public Administration),813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations"
81,Other Services (except Public Administration),813100,Religious Organizations
81,Other Services (except Public Administration),813110,Religious Organizations
81,Other Services (except Public Administration),813200,Grantmaking and Giving Services
81,Other Services (except Public Administration),813210,Grantmaking and Giving Services
81,Other Services (except Public Administration),813211,Grantmaking Foundations
81,Other Services (except Public Administration),813212,Voluntary Health Organizations
81,Other Services (except Public Administration),813219,Other Grantmaking and Giving Services
81,Other Services (except Public Administration),813300,Social Advocacy Organizations
81,Other Services (except Public Administration),813310,Social Advocacy Organizations
81,Other Services (except Public Administration),813311,Human Rights Organizations
81,Other Services (except Public Administration),813312,"Environment, Conservation and Wildlife Organizations"
81,Other Services (except Public Administration),813319,Other Social Advocacy Organizations
81,Other Services (except Public Administration),813400,Civic and Social Organizations
81,Other Services (except Public Administration),813410,Civic and Social Organizations
81,Other Services (except Public Administration),813900,"Business, Professional, Labor, Political, and Similar Organizations"
81,Other Services (except Public Administration),813910,Business Associations
81,Other Services (except Public Administration),813920,Professional Organizations
81,Other Services (except Public Administration),813930,Labor Unions and Similar Labor Organizations
81,Other Services (except Public Administration),813940,Political Organizations
81,Other Services (except Public Administration),813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)"
81,Other Services (except Public Administration),814000,Private Households
81,Other Services (except Public Administration),814100,Private Households
81,Other Services (except Public Administration),814110,Private Households
92,Public Administration,920000,Public Administration
92,Public Administration,921000,"Executive, Legislative, and Other General Government Support"
92,Public Administration,921100,"Executive, Legislative, and Other General Government Support"
92,Public Administration,921110,Executive Offices
92,Public Administration,921120,Legislative Bodies
92,Public Administration,921130,Public Finance Activities
92,Public Administration,921140,"Executive and Legislative Offices, Combined"
92,Public Administration,921150,American Indian and Alaska Native Tribal Governments
92,Public Administration,921190,Other General Government Support
92,Public Administration,922000,"Justice, Public Order, and Safety Activities"
92,Public Administration,922100,"Justice, Public Order, and Safety Activities"
92,Public Administration,922110,Courts
92,Public Administration,922120,Police Protection
92,Public Administration,922130,Legal Counsel and Prosecution
92,Public Administration,922140,Correctional Institutions
92,Public Administration,922150,Parole Offices and Probation Offices
92,Public Administration,922160,Fire Protection
92,Public Administration,922190,"Other Justice, Public Order, and Safety Activities"
92,Public Administration,923000,Administration of Human Resource Programs
92,Public Administration,923100,Administration of Human Resource Programs
92,Public Administration,923110,Administration of Education Programs
92,Public Administration,923120,Administration of Public Health Programs
92,Public Administration,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)"
92,Public Administration,923140,Administration of Veterans' Affairs
92,Public Administration,924000,Administration of Environmental Quality Programs
92,Public Administration,924100,Administration of Environmental Quality Programs
92,Public Administration,924110,Administration of Air and Water Resource and Solid Waste Management Programs
92,Public Administration,924120,Administration of Conservation Programs
92,Public Administration,925000,"Administration of Housing Programs, Urban Planning, and Community Development"
92,Public Administration,925100,"Administration of Housing Programs, Urban Planning, and Community Development"
92,Public Administration,925110,Administration of Housing Program
92,Public Administration,925110,Administration of Housing Programs
92,Public Administration,925120,Administration of Urban Planning and Community and Rural Development
92,Public Administration,926000,Administration of Economic Programs
92,Public Administration,926100,Administration of Economic Program
92,Public Administration,926110,Administration of General Economic Programs
92,Public Administration,926120,Regulation and Administration of Transportation Programs
92,Public Administration,926120,Regulation and Administration of Transportation Program
92,Public Administration,926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities"
92,Public Administration,926140,Regulation of Agricultural Marketing and Commodities
92,Public Administration,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors"
92,Public Administration,927000,Space Research and Technology
92,Public Administration,927100,Space Research and Technology
92,Public Administration,927110,Space Research and Technology
92,Public Administration,928000,National Security and International Affairs
92,Public Administration,928100,National Security and International Affairs
92,Public Administration,928110,National Security
92,Public Administration,928120,International Affairs
32,Manufacturing,321000,Wood Product Manufacturing
32,Manufacturing,321100,Sawmills and Wood Preservation
32,Manufacturing,321110,Sawmills and Wood Preservation
32,Manufacturing,321113,Sawmills
32,Manufacturing,321114,Wood Preservation
32,Manufacturing,321200,"Veneer, Plywood, and Engineered Wood Product Manufacturing"
32,Manufacturing,321210,"Veneer, Plywood, and Engineered Wood Product Manufacturing"
32,Manufacturing,321211,Hardwood Veneer and Plywood Manufacturing
32,Manufacturing,321212,Softwood Veneer and Plywood Manufacturing
32,Manufacturing,321213,Engineered Wood Member (except Truss) Manufacturing
32,Manufacturing,321214,Truss Manufacturing
32,Manufacturing,321219,Reconstituted Wood Product Manufacturing
32,Manufacturing,321900,Other Wood Product Manufacturing
32,Manufacturing,321910,Millwork
32,Manufacturing,321911,Wood Window and Door Manufacturing
32,Manufacturing,321912,"Cut Stock, Resawing Lumber, and Planing"
32,Manufacturing,321918,Other Millwork (including Flooring)
32,Manufacturing,321920,Wood Container and Pallet Manufacturing
32,Manufacturing,321990,All Other Wood Product Manufacturing
32,Manufacturing,321991,Manufactured Home (Mobile Home) Manufacturing
32,Manufacturing,321992,Prefabricated Wood Building Manufacturing
32,Manufacturing,321999,All Other Miscellaneous Wood Product Manufacturing
32,Manufacturing,322000,Paper Manufacturing
32,Manufacturing,322100,"Pulp, Paper, and Paperboard Mills"
32,Manufacturing,322110,Pulp Mills
32,Manufacturing,322120,Paper Mills
32,Manufacturing,322121,Paper (except Newsprint) Mills
32,Manufacturing,322122,Newsprint Mills
32,Manufacturing,322130,Paperboard Mills
32,Manufacturing,322200,Converted Paper Product Manufacturing
32,Manufacturing,322210,Paperboard Container Manufacturing
32,Manufacturing,322211,Corrugated and Solid Fiber Box Manufacturing
32,Manufacturing,322212,Folding Paperboard Box Manufacturing
32,Manufacturing,322213,Setup Paperboard Box Manufacturing
32,Manufacturing,322214,"Fiber Can, Tube, Drum, and Similar Products Manufacturing"
32,Manufacturing,322215,Nonfolding Sanitary Food Container Manufacturing
32,Manufacturing,322220,Paper Bag and Coated and Treated Paper Manufacturing
32,Manufacturing,322221,Coated and Laminated Packaging Paper and Plastics Film Manufacturing
32,Manufacturing,322222,Coated and Laminated Paper Manufacturing
32,Manufacturing,322223,"Plastics, Foil, and Coated Paper Bag Manufacturing"
32,Manufacturing,322224,Uncoated Paper and Multiwall Bag Manufacturing
32,Manufacturing,322225,Laminated Aluminum Foil Manufacturing for Flexible Packaging Uses
32,Manufacturing,322226,Surface-Coated Paperboard Manufacturing
32,Manufacturing,322230,Stationery Product Manufacturing
32,Manufacturing,322231,Die-Cut Paper and Paperboard Office Supplies Manufacturing
32,Manufacturing,322232,Envelope Manufacturing
32,Manufacturing,322233,"Stationery, Tablet, and Related Product Manufacturing"
32,Manufacturing,322290,Other Converted Paper Product Manufacturing
32,Manufacturing,322291,Sanitary Paper Product Manufacturing
32,Manufacturing,322299,All Other Converted Paper Product Manufacturing
32,Manufacturing,323000,Printing and Related Support Activities
32,Manufacturing,323100,Printing and Related Support Activities
32,Manufacturing,323110,Printing
32,Manufacturing,323110,Commercial Lithographic Printing
32,Manufacturing,323111,Commercial Gravure Printing
32,Manufacturing,323112,Commercial Flexographic Printing
32,Manufacturing,323113,Commercial Screen Printing
32,Manufacturing,323114,Quick Printing
32,Manufacturing,323115,Digital Printing
32,Manufacturing,323116,Manifold Business Forms Printing
32,Manufacturing,323117,Books Printing
32,Manufacturing,323118,"Blankbook, Looseleaf Binders, and Devices Manufacturing"
32,Manufacturing,323119,Other Commercial Printing
32,Manufacturing,323120,Support Activities for Printing
32,Manufacturing,323121,Tradebinding and Related Work
32,Manufacturing,323122,Prepress Services
32,Manufacturing,324000,Petroleum and Coal Products Manufacturing
32,Manufacturing,324100,Petroleum and Coal Products Manufacturing
32,Manufacturing,324110,Petroleum Refineries
32,Manufacturing,324120,"Asphalt Paving, Roofing, and Saturated Materials Manufacturing"
32,Manufacturing,324121,Asphalt Paving Mixture and Block Manufacturing
32,Manufacturing,324122,Asphalt Shingle and Coating Materials Manufacturing
32,Manufacturing,324190,Other Petroleum and Coal Products Manufacturing
32,Manufacturing,324191,Petroleum Lubricating Oil and Grease Manufacturing
32,Manufacturing,324199,All Other Petroleum and Coal Products Manufacturing
32,Manufacturing,325000,Chemical Manufacturing
32,Manufacturing,325100,Basic Chemical Manufacturing
32,Manufacturing,325110,Petrochemical Manufacturing
32,Manufacturing,325120,Industrial Gas Manufacturing
32,Manufacturing,325130,Synthetic Dye and Pigment Manufacturing
32,Manufacturing,325131,Inorganic Dye and Pigment Manufacturing
32,Manufacturing,325132,Synthetic Organic Dye and Pigment Manufacturing
32,Manufacturing,325180,Other Basic Inorganic Chemical Manufacturing
32,Manufacturing,325181,Alkalies and Chlorine Manufacturing
32,Manufacturing,325182,Carbon Black Manufacturing
32,Manufacturing,325188,All Other Basic Inorganic Chemical Manufacturing
32,Manufacturing,325190,Other Basic Organic Chemical Manufacturing
32,Manufacturing,325191,Gum and Wood Chemical Manufacturing
32,Manufacturing,325192,Cyclic Crude and Intermediate Manufacturing
32,Manufacturing,325193,Ethyl Alcohol Manufacturing
32,Manufacturing,325199,All Other Basic Organic Chemical Manufacturing
32,Manufacturing,325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing"
32,Manufacturing,325210,Resin and Synthetic Rubber Manufacturing
32,Manufacturing,325211,Plastics Material and Resin Manufacturing
32,Manufacturing,325212,Synthetic Rubber Manufacturing
32,Manufacturing,325220,Artificial and Synthetic Fibers and Filaments Manufacturing
32,Manufacturing,325221,Cellulosic Organic Fiber Manufacturing
32,Manufacturing,325222,Noncellulosic Organic Fiber Manufacturing
32,Manufacturing,325300,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing"
32,Manufacturing,325310,Fertilizer Manufacturing
32,Manufacturing,325311,Nitrogenous Fertilizer Manufacturing
32,Manufacturing,325312,Phosphatic Fertilizer Manufacturing
32,Manufacturing,325314,Fertilizer (Mixing Only) Manufacturing
32,Manufacturing,325320,Pesticide and Other Agricultural Chemical Manufacturing
32,Manufacturing,325400,Pharmaceutical and Medicine Manufacturing
32,Manufacturing,325410,Pharmaceutical and Medicine Manufacturing
32,Manufacturing,325411,Medicinal and Botanical Manufacturing
32,Manufacturing,325412,Pharmaceutical Preparation Manufacturing
32,Manufacturing,325413,In-Vitro Diagnostic Substance Manufacturing
32,Manufacturing,325414,Biological Product (except Diagnostic) Manufacturing
32,Manufacturing,325500,"Paint, Coating, and Adhesive Manufacturing"
32,Manufacturing,325510,Paint and Coating Manufacturing
32,Manufacturing,325520,Adhesive Manufacturing
32,Manufacturing,325600,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing"
32,Manufacturing,325610,Soap and Cleaning Compound Manufacturing
32,Manufacturing,325611,Soap and Other Detergent Manufacturing
32,Manufacturing,325612,Polish and Other Sanitation Good Manufacturing
32,Manufacturing,325613,Surface Active Agent Manufacturing
32,Manufacturing,325620,Toilet Preparation Manufacturing
